Date,Keywords
2012-03-13
2012-03-12
2012-03-11
2012-03-10
2012-03-09
2012-03-08
2012-03-07
2012-03-06
2012-03-05,Meal[Normal],Gym[Afternoon]
2012-03-04,Meal[Normal]
2012-03-03,Meal[Late],Run[Morning]
2012-03-02,Meal[Normal],Weak,Tired
2012-03-01,Meal[Normal],Weak,Tired
2012-02-29,Meal[Normal]
2012-02-28,Meal[Normal],Gym[Afternoon]
2012-02-27,Meal[Normal],Alchol[Late],Champagne[5]
2012-02-26,Meal[Normal],Gym[Late]
2012-02-25,Meal[Normal]
2012-02-24,Meal[Normal],Gym[Late]
2012-02-23,Meal[Normal],Gym[Afternoon]
2012-02-22,Meal[Normal],Gym[Late]
2012-02-21,Meal[Normal]
2012-02-20,Meal[Normal],Alcohol[Afternoon],Cocktail[3],White Wine[4],Ernie
2012-02-19,Meal[Late],Alcohol[Late],Red Wine[5],Ernie
2012-02-18,Meal[Normal],Alcohol[Evening],Cider[2],Ernie
2012-02-17,Meal[Normal],Alcohol[Late],Beer[4],Ernie
2012-02-16,Meal[Normal],Ernie
2012-02-15,Meal[Late],Alchol[Evening],Beer[10],Gym[Afternoon]
2012-02-14,Meal[Normal],Alchol[Evening],White wine[5]
2012-02-13,Meal[Late],Gym[Evening]
2012-02-12,Meal[Early],Alchol[Evening],Beer[4],Champagne[4],Gym[Late]
2012-02-11,Meal[Normal],Alchol[All day],Champagne[4],Beer[2]
2012-02-10,Meal[Normal]
2012-02-09,Meal[Normal],Alchol[Evening],Rose[3],Red Wine[3],Desert Wine[1]
2012-02-08,Meal[Late],Alchol[Evening],Ale[8],Gym[Afternoon]
2012-02-07,Meal[Normal],Alchol[Evening],Champagne[5]
2012-02-06,Meal[Normal],Gym[Late]
2012-02-05,Meal[Normal],Alchol[All Day],Cocktail[1],Beer[2]
2012-02-04,Meal[Late],Alchol[All Day],Cocktail[2],Cider[3],White Beer[2],Ernie
2012-02-03,Meal[Late],Alchol[Evening],Champagne[3],Sake[4],Ernie
2012-02-02,Meal[Normal],Alchol[Evening],Champagne[4]
2012-02-01,Meal[Normal],Alchol[Evening],Cocktail[2]
2012-01-31,Meal[Normal],Weak
2012-01-30,Meal[Normal],Gym[Late]
2012-01-29,Meal[Normal],Bored,Alchol[Afternoon],Cocktail[2]
2012-01-28,Meal[Normal],Ernie,Alchol[Evening],Champagne[3]
2012-01-27,Meal[Normal],Ernie,Gym[Afternoon],Alchol[Late],Champagne[4],White wine[4]
2012-01-26,Meal[Normal],Bored
2012-01-25,Meal[Normal]
2012-01-24,Meal[Late],Gym[Afternoon],Alchol[Evening],Guiness[9.6]
2012-01-23,Meal[Normal]